Client;Count_CA;Count_SA;Count_MF;Count_OVD;Count_CC;Count_CL;ActBal_CA;ActBal_SA;ActBal_MF;ActBal_OVD;ActBal_CC;ActBal_CL
1156;1;;;;;;47.19214286;;;;;
1157;1;1;;1;1;;8214.665;86661.13821;;0;1.428571429;
1158;1;1;;1;;;7.142857143;3684.863929;;0;;
1159;1;1;;;;;467.1382143;21.53428571;;;;
1160;1;;;1;;1;2723.980357;;;0;;4239.8775
1161;1;1;;;;;602.1117857;5384.086429;;;;
1162;1;;;;;;71.60178571;;;;;
1163;1;;;;;;4143.043571;;;;;
1164;1;;;;;;2.908928571;;;;;
1165;1;;;;;;19180.76607;;;;;
1166;1;;;;;;1780.152857;;;;;
1167;1;1;;1;;;213.0685714;3877.464286;;0;;
1168;1;1;;1;1;;5308.645;23934.50821;;0;0;
1169;1;;;;;;1824.04;;;;;
1170;1;1;;;;;1845.120714;45528.44179;;;;
1171;1;;;;;;5.6325;;;;;
1172;1;1;1;;;;2175.241071;81.87964286;20497.15893;;;
1173;1;;;;;;2501.676071;;;;;
1174;1;;;;;;1.522142857;;;;;
1175;1;;;;;;25428.11143;;;;;
1176;1;;;;;;9325.020357;;;;;
1177;1;;;;;;5320.353214;;;;;
1178;1;1;;;;;38.045;40400.51643;;;;
1179;1;;;1;;1;0.000357143;;;0;;2190.591071
1180;1;;;;1;1;18364.81857;;;;119.8428571;1361.018214
1181;1;;8;;;;1329.495;;0;;;
1182;1;;;1;1;;3044.598929;;;0;512.8;
1183;1;1;5;;;;623.4685714;84.35642857;208.5967857;;;
1184;1;;1;1;;;2282.524286;;0;793.6710714;;
1185;2;;;;;;0;;;;;
1186;1;;;;;;3307.4125;;;;;
1187;1;;;;;;10.77;;;;;
1188;1;1;1;1;;;28.83821429;2236.031429;39221.835;0;;
1189;1;1;;;;;48.98678571;8421.004643;;;;
1190;1;;;;;;53.38571429;;;;;
1191;1;1;;;1;;907.0853571;638.6628571;;;283.8092857;
1192;1;1;7;;;;2789.3425;10566.78429;11171.42857;;;
1193;2;;;1;;;4180.6975;;;0;;
1194;1;;;;;;4.670357143;;;;;
1195;1;;;1;;;120.1517857;;;0;;
1196;1;;;;;;3405.242857;;;;;
1197;1;;;;;;320.05;;;;;
1198;1;;;;;;3378.41;;;;;
1199;1;;;;;;0;;;;;
1200;1;1;2;1;1;;2137.8975;6841.314643;71428.57143;0;2.357142857;
1201;2;;;1;;;115.4642857;;;0;;
1202;3;;;;;;1500.808214;;;;;
1203;1;;;;;;35.14535714;;;;;
1204;1;;;;;;147.3178571;;;;;
1205;1;;;1;;;628.3125;;;176.8853571;;
1206;1;;;;;;79.51178571;;;;;
1207;1;1;2;;1;;1347.813214;5193.253214;1445.137857;;318.5078571;
1208;1;;;;;;664.5782143;;;;;
1209;1;;;;;;588.7410714;;;;;
1210;1;1;;;;;2639.026786;67.13142857;;;;
1211;1;;;1;1;;251.0271429;;;0;2.357142857;
1212;1;;;1;;;8.087142857;;;0;;
1213;1;;;1;;;1615.341786;;;0;;
1214;2;;2;;;;2102.161429;;9584.659643;;;
1215;1;;;;;;3079.511429;;;;;
1216;1;;;;;1;166.9182143;;;;;4202.201429
1217;1;;;;;;6752.244643;;;;;
1218;1;1;;;;;54.82392857;1584.643214;;;;
1219;1;;;;;;5164.206429;;;;;
1220;1;1;;1;1;;1242.643214;26851.72464;;493.2075;1.428571429;
1221;1;;;1;;;2577.329286;;;0;;
1222;1;;;;;;21770.8125;;;;;
1223;1;;;;;;143.3167857;;;;;
1224;1;;;;;;116.3314286;;;;;
1225;1;;;;;;3749.135;;;;;
1226;1;;4;1;1;;35.71428571;;15589.22679;0;1.178571429;
1227;1;2;;;;;106.7432143;35945.74357;;;;
1228;1;;;;;;1018.8925;;;;;
1229;1;;;;;;324.0157143;;;;;
1230;1;;1;1;1;;3.109285714;;9198.638214;0;382.2635714;
1231;1;;;;;;819.8539286;;;;;
1232;1;;;;;;18.08928571;;;;;
1233;1;;;;;;199.5110714;;;;;
1234;1;;;;;;0.019285714;;;;;
1235;1;1;6;;;;27.67214286;5936.270714;10492.55393;;;
1236;1;1;;;;;2278.614643;0;;;;
1237;1;1;;;;1;1028.481429;728.4482143;;;;10059.69571
1238;1;;;;;;602.6167857;;;;;
1239;1;;;;;;1421.060714;;;;;
1240;1;;;1;;2;5.842857143;;;0;;194.8039286
1241;1;;;1;;;22939.27;;;0;;
1242;1;;2;1;;;281.6489286;;12436.57214;28.29464286;;
1243;2;;3;;;;1.291428571;;8745.785714;;;
1244;1;;;;;;2392.714643;;;;;
1245;1;;;;;;538.6903571;;;;;
1246;1;;;;;;12519.4;;;;;
1247;1;1;;1;;;790.3917857;0.009642857;;0;;
1248;2;;1;;;;12.71642857;;10422.84964;;;
1249;1;;;;;;7292.547857;;;;;
1250;1;;;1;;;825.8328571;;;0;;
1251;1;;;1;;;809.2982143;;;0;;
1252;1;2;2;;;;95.57821429;12681.21071;0;;;
1253;1;;;1;;;1181.363929;;;0;;
1254;1;;;;;;740.4503571;;;;;
1255;1;;;;;;7410.411071;;;;;
1256;1;;;1;1;;237.1485714;;;0;426.4360714;
1257;1;;;;;;1693.3775;;;;;
1258;1;1;7;1;;;147.0489286;357.9221429;0;0;;
1259;2;;;;;1;0;;;;;2933.313571
1260;1;2;;;;;2811.382857;3586.711786;;;;
1261;1;;;1;;;958.0035714;;;336.21;;
1262;1;1;1;;;;5.727857143;35256.97786;1350.073929;;;
1263;1;;;1;1;1;0;;;1211.621071;2.357142857;4233.136071
1264;1;;;;;;12992.51071;;;;;
1265;1;;;;;;2941.993929;;;;;
1266;1;;1;1;;;2094.669286;;7743.577143;0;;
1267;1;1;;1;;1;1753.040714;1959.871071;;461.3339286;;4312.384643
1268;1;;;;;;491.3907143;;;;;
1269;1;;;;;;514.055;;;;;
1270;1;;;;;;3.658214286;;;;;
1271;2;1;1;1;;;4492.061786;1990.502857;0;0;;
1272;1;;1;;;;5786.205714;;5861.208929;;;
1273;1;;;;;;165.95;;;;;
1274;1;;6;;;;15.485;;0;;;
1275;1;;;;;;39.79178571;;;;;
1276;1;;;;;2;13915.92536;;;;;1764.589286
1277;1;1;5;;1;;7.361071429;3230.096429;0;;1.428571429;
1278;1;1;;1;;;3964.0125;87992.25607;;0;;
1279;1;;;;;;3812.316786;;;;;
1280;1;;;;;;25191.65;;;;;
1281;1;;;;;;7241.138929;;;;;
1282;1;;3;;1;;12164.77929;;1909.849286;;-4.464285714;
1283;1;;;;;;616.2014286;;;;;
1284;1;;;;;;17.91714286;;;;;
1285;1;;;;;;84.30357143;;;;;
1286;1;;3;;;;5612.3525;;3567.839643;;;
1287;1;;;1;1;;2962.521786;;;0;315.0121429;
1288;1;1;;1;1;;275.5017857;539.5925;;0;9.5;
1289;1;3;4;;;;1904.926786;7925.148929;0;;;
1290;1;;;1;;;17862.91929;;;335.5207143;;
1291;1;1;3;1;;;1728.6575;5836.790714;36624.94821;0;;
1292;1;;;;;;244.8164286;;;;;
1293;1;1;;1;;;465.5467857;257.125;;0;;
1294;1;;;1;;;980.1721429;;;0;;
1295;1;;;1;1;1;1651.142857;;;901.6160714;216.9971429;301.5546429
1296;1;;;;;1;82.895;;;;;3237.48
1297;1;;;;;;14.64607143;;;;;
1298;3;;;;;1;40.69714286;;;;;639.8746429
1299;1;;;;;;1725.371071;;;;;
1300;1;;;1;;;0;;;0;;
1301;1;;;1;;;603.4128571;;;93.60357143;;
1302;1;1;;;;;35.83464286;1888.0625;;;;
1303;1;;;;;;24326.445;;;;;
1304;1;;;1;;;4963.121071;;;0;;
1305;1;;;1;;;73.56642857;;;0;;
1306;1;;;;;;253.2121429;;;;;
1307;1;;;1;;;0.012857143;;;0;;
1308;1;;;;;;12.61285714;;;;;
1309;1;;;;;;0.040357143;;;;;
1310;1;;;;;;4018.206786;;;;;
1311;1;;;;;;155.6346429;;;;;
1312;3;;;;;;11295.45714;;;;;
1313;1;;;;;;1041.444643;;;;;
1314;1;;;1;;;3404.655357;;;0;;
1315;1;;;1;1;1;2926.482857;;;289.6335714;0.714285714;2475.792857
1316;1;1;;1;1;;2145.81;5861.004643;;0;43.32142857;
1317;1;;;;;;435.1732143;;;;;
1318;1;;;;;;3547.130714;;;;;
1319;1;;;;;;232.7953571;;;;;
1320;1;;;1;;;395.2632143;;;573.0067857;;
1321;1;;;;;;25.19535714;;;;;
1322;1;;2;1;;;454.6960714;;0;93.72678571;;
1323;1;;;;;;325.3625;;;;;
1324;1;1;2;;;;16287.62786;0;11404.14536;;;
1325;1;1;;;;;14561.74036;9648.365714;;;;
1326;1;;;;;;2174.4875;;;;;
1327;1;;;;;;7733.049286;;;;;
1328;1;;7;;;;505.8885714;;0;;;
1329;1;;45;;;;715.9089286;;90062.94607;;;
1330;1;1;;;;;5264.326786;118932.7639;;;;
1331;1;;;;;;1091.6975;;;;;
1332;1;;;1;;;0;;;516.2825;;
1333;1;;;;;1;15106.0975;;;;;1113.318214
1334;1;1;;;1;;11.18357143;204.4207143;;;1.892857143;
1335;1;;;1;;;91.28321429;;;0;;
1336;1;;;;;;1315.715;;;;;
1337;1;1;6;;;;0;3930.255;3644.262143;;;
1338;1;;;;;;150.8196429;;;;;
1339;1;;;;;;8518.8575;;;;;
1340;1;;;;;;50.72035714;;;;;
1341;1;;;;;;5413.299286;;;;;
1342;1;;;1;;;14998.11107;;;0;;
1343;1;;;1;;1;77.94142857;;;0;;3681.46
1344;1;;;1;;;33954.50286;;;0;;
1345;1;2;;;1;1;490.44;73.4625;;;158.6428571;4250.116786
1346;2;;;;;;651.4214286;;;;;
1347;1;;;1;;;11238.1775;;;118.4496429;;
1348;1;1;3;;;;5316.222857;3786.695;308.8821429;;;
1349;1;;;1;;;172.2239286;;;0;;
1350;1;;;;;;4.249642857;;;;;
1351;1;1;5;;;;45.98107143;7402.633929;932.4157143;;;
1352;1;;;;;;2228.393929;;;;;
1353;1;;;;1;;1257.375357;;;;30.06607143;
1354;1;;;;;;21425.31143;;;;;
1355;1;;;;;;0.593214286;;;;;
1356;1;;;;;;235.3210714;;;;;
1357;1;;;;;;2.428214286;;;;;
1358;1;1;;;;;8.240357143;5352.294286;;;;
1359;1;1;;;;;6202.357857;1269.086786;;;;
1360;1;;;;1;;649.8921429;;;;38.78571429;
1361;1;;;;;;2869.156071;;;;;
1362;1;1;;;1;;21933.97143;42857.73;;;352.3739286;
1363;1;;;;;;6533.868571;;;;;
1364;1;1;;1;;;0;4846.536429;;260.8635714;;
1365;1;1;;;;;5130.735357;3772.054286;;;;
1366;1;;;1;;;47.16107143;;;0;;
1367;1;1;;;;;0;39664.08607;;;;
1368;1;;;;;;49585.30179;;;;;
1369;1;;;1;1;;19.86285714;;;0;611.7210714;
1370;1;;;;1;;340.855;;;;712.2960714;
1371;1;;;;;;758.8221429;;;;;
1372;1;1;;;;;224.7582143;549.0392857;;;;
1373;1;;;;;;1162.360357;;;;;
1374;1;;;1;;;0.83;;;0;;
1375;1;;;;;;47.82821429;;;;;
1376;1;;;;;1;123.9821429;;;;;2953.8125
1377;3;;;;;;289.5892857;;;;;
1378;1;;;1;;;247.3214286;;;1019.0025;;
1379;1;;;;;;364.6164286;;;;;
1380;1;;;;;;3572.45;;;;;
1381;1;;;;;;144.8714286;;;;;
1382;1;;;1;;;428.8196429;;;0;;
1383;1;1;6;;;;199.8210714;2582.329286;0;;;
1384;1;1;;1;1;;8270.066429;237.1489286;;713.1942857;479.3607143;
1385;1;1;;1;;;222.8617857;9141.175;;680.8517857;;
1386;1;1;;;;;74.68214286;27918.04536;;;;
1387;1;;;1;;1;853.3428571;;;0;;11462.72036
1388;1;1;;1;;;463.3807143;5370.509286;;0;;
1389;1;;;;;;10944.83607;;;;;
1390;1;;;;;;13.5425;;;;;
1391;1;;;;;;2221.302857;;;;;
1392;1;1;3;;;;10.71428571;1726.885714;0;;;
1393;1;;;;;;142.8628571;;;;;
1394;1;;;;;;37.47;;;;;
1395;1;;;;;;926.2092857;;;;;
1396;1;1;3;1;;;4.704642857;26270.41036;9335.085714;0;;
1397;1;;;;;;2.623214286;;;;;
1398;1;;3;;;;0;;0;;;
1399;1;;1;;1;1;0;;0;;301.1157143;5921.967857
1400;1;;;;;;252.7957143;;;;;
1401;1;1;;;;;881.6421429;1430.146071;;;;
1402;1;;;;;;6.307857143;;;;;
1403;1;1;8;;;;4444.185;27030.26571;0;;;
1404;1;;;;;;133.4310714;;;;;
1405;1;;;;;;10056.74607;;;;;
1406;1;;;;;;55383.79786;;;;;
1407;1;;;;;;334.8167857;;;;;
1408;1;1;1;;;;31792.10071;12620.79;0;;;
1409;1;;;1;;;62.53928571;;;0;;
1410;2;1;;;;;47767.96357;20635.04464;;;;
1411;1;;1;;;;2223.128571;;11342.54571;;;
1412;1;;;;1;;5.257142857;;;;536.6857143;
1413;1;1;;;;;237.2960714;56187.43393;;;;
1414;1;1;;;;;171575.8896;7309.168214;;;;
1415;1;1;1;;;;6512.073571;18677.39964;501.0785714;;;
1416;1;;;1;1;;840.7164286;;;301.7503571;0.714285714;
1417;1;1;;;;;633.5125;2632.445357;;;;
1418;1;;;;;;1463.998929;;;;;
1419;1;1;;1;;;3499.619643;35787.10571;;331.2139286;;
1420;1;;;;;;272.3878571;;;;;
1421;1;;;1;;;7480.104643;;;428.8139286;;
1422;1;1;;;;;2612.494643;880.0571429;;;;
1423;1;;;;;;443.8607143;;;;;
1424;1;;6;;;;604.7014286;;1866.071429;;;
1425;1;;4;1;;;645.7096429;;10888.25679;0;;
1426;1;;;;;;61.3575;;;;;
1427;1;1;;;;;6.552142857;19861.2;;;;
1428;1;;;;;;8894.718214;;;;;
1429;1;;;1;1;1;0;;;0;1767.785357;1621.421786
1430;1;;;1;;;3016.431071;;;712.4285714;;
1431;1;;;;;;1046.317143;;;;;
1432;1;;;;;;273.3278571;;;;;
1433;1;;;;;;73.85214286;;;;;
1434;2;3;;;;;13808.47286;10698.81321;;;;
1435;1;;;1;;;874.1217857;;;0;;
1436;1;1;6;;;;1453.905357;2331.711071;4075;;;
1437;1;;;;;;323.1082143;;;;;
1438;1;;;;;;753.5307143;;;;;
1439;1;;;;;;9137.487857;;;;;
1440;1;;;1;;;1380.666429;;;152.2775;;
1441;1;;;;;;116.2875;;;;;
1442;1;;;1;;;0.000357143;;;0;;
1443;1;;;1;;1;2159.653929;;;0;;9107.142857
1444;1;;;;;;2645.34;;;;;
1445;1;1;;1;;;6081.003929;6453.458929;;0;;
1446;1;;;;;;323.6457143;;;;;
1447;1;;;1;;1;13.27857143;;;0;;5083.001429
1448;1;;;;;;587.2010714;;;;;
1449;1;1;;;;;2053.013214;3920.540714;;;;
1450;1;;;;;;83.72214286;;;;;
1451;1;;;;;;1877.068214;;;;;
1452;1;;;;;;6772.471429;;;;;
1453;1;;;1;;;3702.84;;;339.5896429;;
1454;1;;;;;;0;;;;;
1455;1;1;1;1;;;42.85714286;0;0;0;;
1456;1;1;;;;;0;0;;;;
1457;1;;;;;;2928.815357;;;;;
1458;1;;;;;1;717.5417857;;;;;6734.996786
1459;1;;;1;;;9165.92;;;702.9003571;;
1460;1;;;;;1;2891.678571;;;;;881.3278571
1461;1;;;1;;;38.30357143;;;0;;
1462;1;;;;;;893.9132143;;;;;
1463;1;;;;;;1041.299286;;;;;
1464;1;;;1;;;1780.7525;;;1670.280714;;
1465;1;;;;;;17.05642857;;;;;
1466;1;;;1;;;21.6275;;;0;;
1467;2;1;;1;;;5013.776071;6003.515357;;1568.879643;;
1468;1;;;1;;;178.5714286;;;0;;
1469;1;1;4;;;;32.54357143;9686.631071;0;;;
1470;2;1;;1;;;0;3250.753929;;0;;
1471;1;;;1;;;4428.725714;;;0;;
1472;1;;;;;;7.142857143;;;;;
1473;1;1;;;1;1;29.02428571;14447.80143;;;653.91;1132.590357
1474;1;1;1;;;;4654.869286;6059.231786;0;;;
1475;1;;;;;;388.8267857;;;;;
1476;1;;11;;;;1138.530357;;24442.24214;;;
1477;1;3;;1;;;1183.053929;212.6289286;;113.845;;
1478;1;;5;;;;513.1835714;;3773.339286;;;
1479;1;;;;;;472.3660714;;;;;
1480;1;;;;;;235.3232143;;;;;
1481;1;;;1;;;6236.142143;;;0;;
1482;1;;;;;;14.48214286;;;;;
1483;1;;;;;;856.2492857;;;;;
1484;1;;;;;;0;;;;;
1485;1;1;1;;;;180.7721429;5295.096786;0;;;
1486;1;;;;;;2373.689643;;;;;
1487;1;1;;;;;8193.206071;58108.25857;;;;
1488;1;;;;;1;0;;;;;3420.845357
1489;1;;;;;;6168.959643;;;;;
1490;1;1;;1;1;;70.70714286;0;;0;888.4632143;
1491;1;;;1;;;15886.91179;;;0;;
1492;1;;2;;;;6.057857143;;9021.251071;;;
1493;1;;;;;;9493.4025;;;;;
1494;1;;;1;1;;88.26964286;;;0;1202.720357;
1495;1;1;;;;;293.1660714;323.3885714;;;;
1496;1;;;;1;;3574.404643;;;;-8.283214286;
1497;1;;;1;;;3.139285714;;;0;;
1498;1;;10;;;;243.1892857;;0;;;
1499;1;;;1;;1;0;;;127.3571429;;12738.25536
1500;1;;;1;;;90.45321429;;;0;;
1501;1;;;1;;;1270.791786;;;0;;
1502;1;;;1;1;;711.0532143;;;558.3321429;408.3689286;
1503;1;;;1;1;;93.58285714;;;0;816.3596429;
1504;1;;1;1;;;249.1964286;;0;0;;
1505;1;3;;1;1;;73.135;3287.658571;;490.5303571;382.625;
1506;1;;;1;;;197.46;;;586.1757143;;
1507;1;1;;;;;4623.956786;29.37321429;;;;
1508;1;1;1;;;;2719.842143;2678.349286;1400.183571;;;
1509;1;1;1;;;;1026.058214;7650.93;308.8821429;;;
1510;1;;;1;1;;0;;;0;1400.918571;
1511;1;;;1;1;1;0;;;0;551.865;971.9839286
1512;2;;;;;;542.1221429;;;;;
1513;1;1;6;;;;0;17859.75786;3732.142857;;;
1514;1;;;;;;31.175;;;;;
1515;1;1;1;;;;4640.969286;11701.81;19866.07143;;;
1516;1;;;;1;;1471.539286;;;;0;
1517;1;;;;;;53.04857143;;;;;
1518;2;;;;;;25.40678571;;;;;
1519;1;;;1;;;165.2125;;;1076.430357;;
1520;1;;;;;;18.07678571;;;;;
1521;2;;;;;;550.2889286;;;;;
1522;1;1;2;;1;;68.95928571;49838.29143;0;;212.1153571;
1523;1;;;;;;3248.681786;;;;;
1524;1;;;;;;91.43357143;;;;;
1525;1;1;;;;;2788.490357;1988.278571;;;;
1526;1;;;;;;10518.6375;;;;;
1527;1;;;1;1;;24.78285714;;;0;17.17857143;
1528;1;;;;;;1032.995;;;;;
1529;1;1;;;;;742.2635714;85471.00071;;;;
1530;1;;;;;;14404.76786;;;;;
1531;1;;2;1;;;0;;2331.336786;0;;
1532;1;;2;;;;883.8357143;;0;;;
1533;1;;;;;;38.075;;;;;
1534;2;2;;;;;6300.916786;26708.33286;;;;
1535;1;1;;;1;;142.8571429;0;;;2.357142857;
1536;1;;;;1;;1009.071071;;;;2.357142857;
1537;1;;;;;;224.2932143;;;;;
1538;1;1;;;;;2238.265714;0.010357143;;;;
1539;1;3;;1;1;;46.25;8.480714286;;0;1.428571429;
1540;1;;;1;;;764.3778571;;;0;;
1541;1;;;;;;548.3846429;;;;;
1542;1;1;;;1;;54.0375;7554.286786;;;0.714285714;
1543;1;1;4;;;;0.388214286;4679.489286;0;;;
1544;1;;;;;;424.2896429;;;;;
1545;1;1;;;;;8478.090357;281.9692857;;;;
1546;1;;;;;;13574.35679;;;;;
1547;1;;;;;;151.2867857;;;;;
1548;1;;;1;1;;676.7689286;;;0.694642857;0;
1549;1;1;;;;;1161.505714;57906.44357;;;;
1550;1;;;1;;;6233.727143;;;0;;
1551;1;;;1;;;0;;;44.62285714;;
1552;1;;;;;;1771.466786;;;;;
1553;1;;;;;;108.7642857;;;;;
1554;1;;;;;;9641.124643;;;;;
1555;1;;;1;;;393.3885714;;;0;;
1556;1;;;;1;;18.70964286;;;;-15.47928571;
1557;1;;2;;;;55.55464286;;0;;;
1558;2;;;;;;347.0753571;;;;;
1559;1;;;;;;15.71892857;;;;;
1560;1;;5;;;;3522.742857;;0;;;
1561;1;1;;;;;361.4703571;1927.531786;;;;
1562;1;;;;;;270.7457143;;;;;
1563;1;;;1;;;127.6814286;;;0;;
1564;1;;;1;;;45.09785714;;;531.6296429;;
1565;1;;;1;;;822.2410714;;;0;;
1566;1;;;1;;;4024.289286;;;0;;
1567;1;;;;;;5.519285714;;;;;
1568;1;;;;;;24.21428571;;;;;
1569;1;3;32;;;;14341.99786;51.9575;43666.0925;;;
1570;1;;;;;;0;;;;;
1571;1;;;;;;23635.8;;;;;
1572;1;1;1;;1;;346.2367857;0.201071429;7251.969643;;1.785714286;
1573;1;1;;1;1;;0.741071429;2089.938929;;0;274.7428571;
1574;1;;;;;;478.5435714;;;;;
1575;1;;;;;;5204.289643;;;;;
1576;1;;;1;;;2155.66;;;1031.077143;;
1577;1;;;;;;6280.635;;;;;
1578;1;;;;;;125.0478571;;;;;
1579;1;1;3;;;;427.1817857;8593.743929;0;;;
1580;1;1;;;1;1;1773.098214;4105.325;;;709.0103571;2825.505
1581;1;;1;;;;74.36678571;;5907.593929;;;
1582;2;;;1;1;;2.454285714;;;698.2592857;2.357142857;
1583;1;;;;;;4038.971071;;;;;
1584;1;;;;;;0;;;;;
1585;1;;;;;;816.0564286;;;;;
1586;1;;;;;;0;;;;;
1587;1;;;;;;7251.733929;;;;;
1588;1;;;1;;;27856.06929;;;98.8775;;
1589;1;;1;;;;5.280357143;;6823.557143;;;
1590;1;;;;;;2622.9875;;;;;
1591;1;;;1;;;154.5571429;;;0;;
1592;3;;;;;;71.61821429;;;;;
1593;1;1;;;;;2780.175;2650.870357;;;;
1594;1;;;1;;;9218.796071;;;248.4846429;;
1595;1;;;;1;;356.6696429;;;;1.428571429;
1596;1;1;;;;;69.16928571;7168.960714;;;;
1597;1;;;1;;;5844.956071;;;0;;
1598;1;1;;;;;1785.861071;20516.36536;;;;
1599;1;;;;;;7321.431071;;;;;
1600;1;1;;1;;;243.6310714;7280.285714;;0;;
1601;1;1;6;;;;0.725357143;12657.74;44575.35214;;;
1602;1;;;;;;4380.475714;;;;;
1603;4;;;;;;54.42678571;;;;;
1604;1;;;;1;;12.41857143;;;;149.5928571;
1605;2;;;;;;79.14285714;;;;;
1606;1;;;;;1;2366.576786;;;;;270.1967857
1607;1;;;;;1;22887.36893;;;;;744.8082143
1608;1;;;;1;1;554.1657143;;;;1.785714286;3728.290714
1609;1;;;;;;206.8721429;;;;;
1610;1;;;1;;;196.5442857;;;460.0775;;
1611;1;;;1;;;0;;;0;;
1612;1;;;1;;1;170.5932143;;;0;;6250
1613;1;;;;;;676.0085714;;;;;
1614;1;;;;;;0.010357143;;;;;
1615;2;1;;1;;;118.9389286;314.0471429;;0;;
