Client;VolumeCred;VolumeCred_CA;TransactionsCred;TransactionsCred_CA;VolumeDeb;VolumeDeb_CA;VolumeDebCash_Card;VolumeDebCashless_Card;VolumeDeb_PaymentOrder;TransactionsDeb;TransactionsDeb_CA;TransactionsDebCash_Card;TransactionsDebCashless_Card;TransactionsDeb_PaymentOrder
1328;1467.727857;1467.727857;3;3;1490.339286;1490.339286;303.5714286;275.2678571;905.8214286;51;51;6;18;21
90;107.1432143;107.1432143;2;2;78.95357143;78.95357143;35.71428571;3.382142857;35.82142857;4;4;1;1;1
1254;2555.518571;2555.518571;7;7;2398.979286;2398.979286;750;364.9792857;1278.571429;36;36;4;17;13
1036;483.4485714;478.0646429;4;2;1.964285714;1.964285714;0;0;0;1;1;0;0;0
1516;1379.691786;949.7407143;11;4;1943.851071;1572.638571;160.7142857;364.9267857;1408.531429;41;13;2;23;10
217;11454.82286;0.043571429;3;1;11430.35714;11430.35714;0;0;11428.57143;2;2;0;0;1
212;370.5467857;370.5467857;2;2;260.0125;260.0125;214.2857143;25.47678571;17.85714286;8;8;3;2;1
720;406.2510714;406.2510714;4;4;487.1071429;487.1071429;482.1428571;0;0;7;7;4;0;0
1405;270.1510714;270.1510714;2;2;224.905;224.905;0;0.890357143;220.6217857;7;7;0;1;5
1111;1423.46;1420.731071;4;3;817.3735714;817.3735714;214.2857143;470.695;130.1071429;14;14;1;10;2
176;310.8242857;310.8242857;2;2;373.4332143;373.4332143;125;76.0775;169.7485714;18;18;4;8;3
577;339.2878571;339.2878571;2;2;254.0035714;254.0035714;0;0;0;3;3;0;0;0
1146;430.85;430.85;2;2;430.75;430.75;428.5714286;0;0;2;2;1;0;0
659;750.0021429;750.0021429;2;2;798.3071429;798.3071429;0;0;189.9285714;5;5;0;0;2
1287;3261.070714;2422.837143;18;14;3053.171786;2476.408571;678.5714286;12.46071429;689.5357143;42;26;7;1;10
452;0.018928571;0.018928571;1;1;62.89285714;62.89285714;0;0;58.07142857;2;2;0;0;1
1505;284.5535714;273.7010714;7;2;727.4642857;725.1071429;571.4285714;32.03571429;116.8571429;16;12;3;1;6
862;253.5725;253.5725;2;2;232.0214286;232.0214286;125;104.4142857;0;17;17;5;8;0
1276;610.8932143;514.3132143;4;3;165.9285714;155.1071429;35.71428571;0;0;6;4;1;0;0
1321;354.5778571;354.5778571;3;3;560.5357143;560.5357143;557.1428571;0;0;4;4;3;0;0
1513;487.6471429;478.2292857;4;3;26;26;0;26;0;2;2;0;2;0
85;196.4964286;196.4964286;3;3;120.25;120.25;71.42857143;8.892857143;29.21428571;6;6;2;1;2
1394;860.55;860.55;3;3;1330.204643;1330.204643;357.1428571;502.1689286;464.8571429;31;31;1;24;5
1005;2507.113214;1611.794286;31;22;2408.781786;1611.794286;117.8571429;70.76535714;555.9346429;52;24;4;4;11
1540;357.1435714;357.1435714;3;3;357.6010714;357.6010714;0;2.243928571;214.2857143;6;6;0;1;1
472;32.14321429;32.14321429;2;2;21.42857143;21.42857143;21.42857143;0;0;2;2;2;0;0
1429;2063.340714;1619.258929;23;17;2475.149643;1619.258929;142.8571429;36.10357143;978.3257143;40;20;1;1;10
1333;1813.003214;1636.897857;6;5;1468.6275;1454.913214;589.2857143;226.5203571;363.7142857;38;36;6;11;13
666;545.7160714;545.7160714;4;4;734.3571429;734.3571429;0;0;729.7142857;26;26;0;0;25
1133;3015.038214;0.003214286;5;1;129.9;129.9;0;129.9;0;3;3;0;3;0
1074;21.42857143;21.42857143;1;1;21.28571429;21.28571429;0;0;17.89285714;2;2;0;0;1
1378;53.57821429;53.57821429;2;2;1344.769286;1344.769286;214.2857143;1128.519286;0;29;29;2;26;0
338;608.7025;608.7025;4;4;870.1785714;870.1785714;0;411.1428571;452.5714286;11;11;0;2;6
3;1607.149643;1607.149643;4;4;123.75;123.75;0;112.8571429;10.67857143;3;3;0;1;1
1472;4305.011429;4305.011429;3;3;1116.185714;1116.185714;357.1428571;157.3142857;360.4285714;29;29;5;8;9
1196;0.052142857;0.052142857;1;1;0.892857143;0.892857143;0;0;0;1;1;0;0;0
1167;1161.536071;1160.870357;4;3;699.5782143;699.5782143;178.5714286;65.64964286;455.25;14;14;1;1;11
493;2201.577143;2148.898571;12;11;2213.773571;2161.095;800;412.7735714;887.6071429;52;51;8;18;18
1010;1371.449286;1371.449286;3;3;1316.2625;1316.2625;785.7142857;356.3339286;167.6428571;24;24;8;9;3
26;480.7871429;480.7871429;3;3;476.7142857;476.7142857;457.1428571;0;16.17857143;7;7;4;0;2
425;465.0207143;465.0207143;3;3;436.1432143;436.1432143;250;0;185.7146429;6;6;1;0;4
1255;107.1439286;107.1439286;2;2;112.5567857;112.5567857;0;0;0;5;5;0;0;0
243;9618.215;9605.281071;11;8;16060.41714;10703.27429;9714.285714;640.5421429;344.8392857;32;31;6;16;7
844;428.5725;428.5725;3;3;927.5357143;927.5357143;525;10.71428571;207.7142857;10;10;3;1;4
1615;1497.35;1497.333214;5;4;1877.456071;1877.456071;178.5714286;3.884642857;1694.785714;16;16;1;1;13
1418;2013.586429;2013.586429;2;2;1044.7675;1044.7675;178.5714286;475.6253571;388.3921429;23;23;2;16;4
1275;0.009642857;0.009642857;1;1;2.531071429;2.531071429;0;0;0;2;2;0;0;0
1208;844.8542857;844.8542857;3;3;376.25;376.25;178.5714286;0;194.6428571;7;7;1;0;5
1112;779.8142857;779.8142857;2;2;394.2785714;394.2785714;0;0;0;3;3;0;0;0
931;361.6082143;361.6082143;4;4;357.2142857;357.2142857;260.7142857;67.25;29.25;22;22;12;9;1
907;196.4317857;196.4317857;3;3;97.5;97.5;0;0;97.5;5;5;0;0;5
1261;1696.090357;1159.682143;26;23;1700.436071;1144.218571;185.7142857;55.62821429;199.5;42;22;4;6;6
1477;335.0964286;333.5053571;3;2;400.2642857;400.2642857;142.8571429;74.65714286;179.9285714;19;19;3;8;6
376;751.4557143;750.005;9;6;483.3571429;481.9285714;0;0;470.4642857;12;10;0;0;7
879;473.5410714;473.5410714;2;2;1007.139286;1007.139286;535.7142857;178.1035714;290.8214286;17;17;2;9;5
1248;407.2042857;407.2042857;2;2;31.55714286;31.55714286;0;31.55714286;0;2;2;0;2;0
1460;886.4507143;866.4657143;11;10;969.6785714;967.5357143;0;0;910.7142857;23;22;0;0;18
664;892.5410714;892.5410714;3;3;591.4285714;591.4285714;0;0;588.9285714;7;7;0;0;6
1536;2011.085;1494.221429;7;4;2824.178571;2822.75;1946.428571;17.03571429;460.3571429;25;23;7;1;11
536;167.7882143;167.7882143;3;3;185.6428571;185.6428571;0;0;183.4642857;2;2;0;0;1
1507;462.5657143;444.2332143;3;2;245.0357143;245.0357143;0;0;245.0357143;5;5;0;0;5
1059;1234.196429;876.2532143;6;3;925.325;925.325;328.5714286;94.21785714;502.5357143;14;14;3;2;9
245;519.7157143;519.7157143;3;3;963.2392857;963.2392857;857.1428571;103.9178571;0;14;14;3;9;0
970;701.17;695.5732143;4;3;328.5714286;328.5714286;328.5714286;0;0;1;1;1;0;0
1492;482.6446429;482.6446429;2;2;552.3214286;552.3214286;410.7142857;0;138.5714286;8;8;2;0;5
218;1950.901786;1373.158571;17;14;2083.9275;1363.697857;485.7142857;39;216.8571429;27;14;4;2;2
520;18518.53571;9673.506071;13;4;19754.67857;10301.10714;1642.857143;97.53571429;525;8;6;2;2;1
1178;692.8917857;632.1442857;10;7;391.8689286;391.8689286;0;0;386.1071429;18;18;0;0;15
1375;787.155;787.155;2;2;616.5;616.5;0;427.3928571;185.7142857;8;8;0;6;1
1308;0;0;0;0;0.893928571;0.893928571;0;0;0;1;1;0;0;0
1047;3.996428571;0.012857143;2;1;169.5714286;169.5714286;0;0;166.9642857;4;4;0;0;3
594;1014.93;1014.733929;5;4;717.6428571;717.6428571;0;0;714.25;10;10;0;0;9
757;1183.395714;1183.395714;5;5;1117.882143;1117.882143;535.7142857;0;363.8928571;7;7;2;0;2
276;390.4842857;390.4842857;2;2;517.4107143;517.4107143;0;16.08928571;140.5357143;5;5;0;1;2
809;1156.069643;1053.537857;4;3;1444.089643;1434.589643;857.1428571;372.2682143;44.64285714;30;28;3;20;2
368;0.005;0.005;1;1;0;0;0;0;0;0;0;0;0;0
507;1372.664643;1370.841429;7;3;1035.607143;1034.178571;103.5714286;69.53571429;856.75;14;12;1;6;3
36;7155.630357;7142.885;4;2;0;0;0;0;0;0;0;0;0;0
264;1071.526786;1071.526786;2;2;1324.642857;1324.642857;250;0;1071.428571;4;4;1;0;1
679;2622.007143;2608.217857;4;3;2848.217857;2848.217857;714.2857143;841.075;1290.357143;16;16;3;3;8
631;233.9285714;233.9285714;2;2;233.5357143;233.5357143;0;0;231.5714286;3;3;0;0;2
1441;510.0760714;510.0760714;2;2;823.6071429;823.6071429;750;0;71.42857143;11;11;4;0;2
1442;966.1914286;966.1914286;2;2;653.5335714;653.5335714;246.4285714;83.81928571;320.6071429;18;18;5;8;3
116;91.08071429;91.08071429;2;2;126.9285714;126.9285714;0;124.9642857;0;2;2;0;1;0
1176;84.1075;84.1075;2;2;133.3928571;133.3928571;0;0;0;4;4;0;0;0
132;68.40142857;0;1;0;0;0;0;0;0;0;0;0;0;0
1140;535.3967857;535.3967857;5;5;725.4978571;725.4978571;50;318.355;357.1428571;19;19;5;13;1
936;0.000714286;0.000714286;1;1;3.392857143;3.392857143;0;0;0;1;1;0;0;0
1232;1209.542857;1209.542857;3;3;1338.365;1338.365;321.4285714;184.5078571;825.2857143;22;22;1;10;10
1262;518.0146429;518.0139286;4;3;1016.885714;1016.885714;178.5714286;144.3142857;688.25;13;13;1;7;4
249;2428.688571;2428.688571;2;2;1797.155357;1797.155357;192.8571429;563.2467857;1041.051429;22;22;3;10;9
831;788.0039286;788.0039286;3;3;1018.802143;1018.802143;0;0;1016.516429;6;6;0;0;5
288;645.2521429;645.2521429;2;2;729.575;729.575;242.8571429;135.075;348.9285714;16;16;4;4;5
1282;18929.47536;18547.135;11;5;13184.93393;12776.78571;0;402.7910714;0;35;4;0;28;0
738;0.021071429;0.021071429;1;1;699.9214286;699.9214286;0;0;0;3;3;0;0;0
766;25314.01286;25314.01286;5;5;398.3928571;398.3928571;0;0;396;6;6;0;0;5
247;4184.068929;2380.510714;11;5;1233.107143;1230.75;571.4285714;246.1071429;410.5714286;22;18;4;3;8
283;0.001071429;0.001071429;1;1;16.23928571;16.23928571;10.71428571;4.275;0;5;5;2;2;0
1576;1580.531429;1256.563929;15;13;1585.698214;1256.563929;214.2857143;0;376.8535714;28;17;1;0;11
986;494.6142857;232.7514286;14;5;504.0071429;232.7514286;0;0;0;19;5;0;0;0
430;7.142857143;7.142857143;1;1;7.142857143;7.142857143;7.142857143;0;0;1;1;1;0;0
122;857.1078571;857.1078571;3;3;862.4289286;862.4289286;0;0;861.7860714;5;5;0;0;4
1094;0.011785714;0.011785714;1;1;1366.313929;1366.313929;53.57142857;351.9503571;891.3278571;31;31;1;21;4
776;393.0678571;392.8942857;4;3;339.4257143;339.4257143;0;0;334.7471429;9;9;0;0;8
1312;956.3582143;956.3582143;8;8;956.3771429;956.3771429;171.4285714;129.9296429;651.6260714;21;21;2;8;10
422;1235.768214;1232.805714;4;3;1471.892857;1471.892857;535.7142857;0;936.1785714;8;8;1;0;7
492;520.0707143;490.2910714;8;3;1111.118929;966.0689286;278.5714286;0;663.9285714;34;25;11;0;6
1376;162.9942857;92.8575;3;2;95.39285714;93.60714286;0;0;0;3;2;0;0;0
1144;954.6217857;824.8064286;13;10;888.4675;758.8760714;178.5714286;114.6821429;93.85714286;22;18;3;6;2
1194;160.7153571;160.7153571;2;2;142.8571429;142.8571429;142.8571429;0;0;1;1;1;0;0
1077;90124.60964;68667.5525;8;6;119906.5039;73477.9325;214.2857143;654.0396429;72278.78214;55;54;3;24;21
1193;1442.837857;1151.652857;23;21;1661.201071;1207.906429;507.1428571;331.15;75.17857143;55;36;6;21;2
56;977.3978571;964.9039286;3;2;478.7457143;478.7457143;314.2857143;164.46;0;10;10;3;7;0
1555;337.5478571;337.5478571;2;2;271.6678571;271.6678571;142.8571429;46.84642857;17.85714286;13;13;2;2;1
1142;10.46964286;0;1;0;0;0;0;0;0;0;0;0;0;0
906;162.5007143;162.5007143;4;4;280.6092857;280.6092857;208.5060714;67.84642857;0;18;18;11;5;0
974;327.8932143;327.8932143;2;2;321.8928571;321.8928571;321.4285714;0;0;2;2;1;0;0
1366;597.2864286;597.2864286;3;3;631.8928571;631.8928571;142.8571429;21.17857143;457.3571429;18;18;1;1;14
1102;944.3921429;944.3921429;2;2;200.6671429;200.6671429;25;175.6671429;0;9;9;1;8;0
902;357.1621429;357.1621429;2;2;95.89285714;95.89285714;35.71428571;58.92857143;0;4;4;1;2;0
818;528.4346429;528.4346429;2;2;478.2046429;478.2046429;0;140.3392857;334.4725;14;14;0;6;7
215;601.3675;601.3675;3;3;645.6785714;645.6785714;250;14.25;378.8214286;9;9;1;1;6
1504;6.717857143;5.1625;3;2;10.325;5.1625;0;0;0;4;2;0;0;0
1605;659.2539286;659.2539286;4;4;680.5478571;680.5478571;300;148.3335714;230.9642857;18;18;7;7;3
1051;10714.2025;1583.329643;16;4;10748.33929;1220.733571;321.4285714;7.107142857;233.1428571;29;17;1;1;9
1049;0.007857143;0.007857143;1;1;189.7178571;189.7178571;0;0;0;3;3;0;0;0
1313;391.3325;391.3325;2;2;589.8575;589.8575;0;0;587.0360714;9;9;0;0;8
127;32.15;32.15;3;3;52.14285714;52.14285714;0;0;52.14285714;4;4;0;0;4
336;500.2071429;446.9746429;13;9;556.9128571;488.9389286;196.4285714;130.6335714;106.25;27;19;4;5;5
1361;0.004285714;0.004285714;1;1;1.964285714;1.964285714;0;0;0;1;1;0;0;0
1344;402.2885714;402.2885714;5;5;690.3285714;690.3285714;267.8571429;63.38928571;355.6892857;15;15;2;3;9
1246;0.033571429;0.033571429;1;1;500.8878571;500.8878571;440.4785714;19.08214286;35.71428571;10;10;3;2;1
1202;196.445;196.445;2;2;53.57142857;53.57142857;0;44.14285714;7.464285714;4;4;0;1;2
820;259.8217857;259.8217857;4;4;158.9642857;158.9642857;17.85714286;0;137.5;4;4;1;0;2
1437;485.0035714;485.0035714;6;6;203.3571429;203.3571429;0;73.17857143;126.7857143;5;5;0;2;2
172;109.9739286;107.1467857;6;2;18;16.57142857;0;0;15.85714286;5;3;0;0;2
484;760.6121429;760.6121429;9;9;578.2142857;578.2142857;53.57142857;139.7142857;379.4285714;29;29;1;15;11
644;0.265;0.001071429;2;1;1.964285714;1.964285714;0;0;0;1;1;0;0;0
5;4372.773929;2964.290357;23;14;5868.460714;4031.925;157.1428571;832.175;1779.571429;44;41;4;17;13
51;34.80392857;0.0075;2;1;0;0;0;0;0;0;0;0;0;0
93;2186.541071;1367.827857;25;17;2137.954643;1356.104643;32.14285714;0;220.3214286;36;16;1;0;8
1483;522.0367857;522.0367857;2;2;541.075;541.075;339.2857143;26.78928571;142.8571429;11;11;3;2;2
1562;461.8932143;461.8932143;3;3;560.8214286;560.8214286;435.7142857;0;121.7142857;6;6;3;0;2
407;783.5225;783.5225;3;3;705.9678571;705.9678571;178.5714286;64.50357143;459.3214286;19;19;1;3;14
1340;5823.408929;5823.408929;3;3;5244.964286;5244.964286;1607.142857;310.6464286;3205.535714;21;21;4;6;9
854;554.5521429;554.0432143;3;2;764.5360714;764.5360714;542.8571429;21.35714286;195.7860714;7;7;2;1;3
1351;454.6146429;449.305;3;2;403.6642857;403.6642857;0;107.7357143;293.4285714;14;14;0;7;6
1367;1946.596071;1946.575357;5;4;1832.178571;1832.178571;1071.428571;35.35714286;721.6785714;18;18;5;1;11
942;226.2610714;214.2903571;3;2;173.9285714;173.9285714;0;0;173.5;4;4;0;0;3
1354;214.2860714;214.2860714;2;2;194.8;194.8;0;25.44285714;0;8;8;0;5;0
494;1584.629286;1482.645;4;3;1490.653571;1482.332143;564.2857143;0;515.0357143;19;17;3;0;9
1316;2713.495;2665.039286;4;2;2985.423571;2874.767857;400;507.8164286;2029.25;41;39;4;26;10
621;7.397857143;0.0025;3;1;0.288928571;0;0;0;0;1;0;0;0;0
562;2130.218571;2130.218571;11;11;1837.9675;1837.9675;0;0;1295.288929;20;20;0;0;18
41;1638.628571;1638.628571;4;4;948.9107143;948.9107143;310.7142857;523.9107143;107.1428571;18;18;6;7;1
405;3884.776071;2330.789643;21;12;3201.501071;2330.789643;357.1428571;0;433.1535714;25;12;1;0;4
1486;7311.44;7311.44;10;10;7460.381786;7460.381786;178.5714286;0;2357.307857;27;27;1;0;20
541;0.000357143;0.000357143;1;1;1.964285714;1.964285714;0;0;0;1;1;0;0;0
123;30.38178571;30.38178571;2;2;35.89285714;35.89285714;0;33.92857143;0;2;2;0;1;0
935;957.4142857;643.4035714;13;11;977.4142857;643.4035714;171.4285714;0;153.7142857;21;11;3;0;5
740;420.7635714;420.7635714;2;2;876.5357143;876.5357143;857.1428571;0;17.85714286;6;6;2;0;1
1134;2842.708929;2234.196429;31;28;3054.284643;2216.339286;364.2857143;191.7785714;681.0357143;66;40;6;12;11
13;1201.107143;1095.644643;6;3;1232.796429;1158.367857;339.2857143;173.4321429;312.5357143;41;39;6;17;10
301;188.8335714;3.571428571;5;1;236.28;3.392857143;196.4285714;0;0;12;1;3;0;0
1009;272.1678571;271.4303571;5;4;249.4642857;249.4642857;71.42857143;0;175.4285714;7;7;1;0;5
460;863.5235714;863.5235714;2;2;1188.171786;1188.171786;750;117.8146429;318.1785714;14;14;1;4;7
1517;374.3957143;374.3957143;2;2;337.1428571;337.1428571;53.57142857;10;269.7142857;11;11;1;1;7
1473;1787.1275;939.1289286;14;5;3875.137857;3794.580714;357.1428571;444.5975;2076.785714;48;38;1;26;11
925;472.5007143;472.5007143;3;3;470.0357143;470.0357143;267.8571429;0;200;4;4;2;0;1
21;409.8507143;409.3003571;3;2;505.6535714;505.6535714;178.5714286;259.1892857;64.28571429;22;22;4;14;3
1436;14.31285714;14.28928571;3;2;1.964285714;1.964285714;0;0;0;1;1;0;0;0
886;4881.583929;2899.991786;6;4;2691.632857;2691.632857;232.1428571;107.6685714;387.1071429;25;25;3;9;11
1495;555.4510714;554.5557143;4;3;592.0803571;592.0803571;250;0;339.6875;5;5;2;0;2
1087;1430.577143;1428.5825;3;2;1508.785714;80.21428571;0;80.21428571;0;2;1;0;1;0
1519;582.0442857;437.5935714;8;6;696.6153571;437.5935714;178.5714286;0;110.75;10;6;1;0;2
379;3.784285714;0.016071429;2;1;1.964285714;1.964285714;0;0;0;1;1;0;0;0
581;1993.030357;1990.647857;8;3;2176.454286;2174.097143;35.71428571;1039.611429;362.9285714;43;39;1;24;7
1295;890.6732143;737.9678571;6;2;931.2207143;867.3921429;178.5714286;207.9857143;16.51785714;21;15;2;8;3
72;430.8242857;430.8242857;4;4;1261.107143;1261.107143;357.1428571;0;880.1071429;13;13;1;0;10
257;1688.7975;1654.111429;7;6;1040.852143;1038.745;0;0;608.9285714;10;9;0;0;4
1115;0.000357143;0.000357143;1;1;1.964285714;1.964285714;0;0;0;1;1;0;0;0
10;0.024642857;0;1;0;0.892857143;0.892857143;0;0;0;1;1;0;0;0
834;3488.588214;2380.576071;23;20;3476.827143;2344.861786;267.8571429;155.6428571;752.7703571;42;23;5;6;8
155;726.4807143;726.4807143;2;2;641.8660714;641.8660714;321.4285714;127.7946429;191;14;14;3;8;2
1541;0.000357143;0.000357143;1;1;65.64642857;65.64642857;35.71428571;29.61071429;0;3;3;1;1;0
293;537.5003571;537.5003571;8;8;293.8464286;293.8464286;267.8571429;23.31071429;0;11;11;7;2;0
312;774.1910714;774.1910714;2;2;654.6153571;654.6153571;142.8571429;147.3653571;361.3571429;15;15;1;4;9
616;0.001071429;0.001071429;1;1;0;0;0;0;0;0;0;0;0;0
1459;651.3989286;651.3989286;2;2;381.4792857;381.4792857;53.57142857;0;151.9792857;8;8;1;0;4
1250;710.44;458.1717857;7;5;666.3435714;458.1717857;0;0;0;9;5;0;0;0
239;11.42464286;0.000357143;3;1;12;12;0;0;11.78571429;2;2;0;0;1
1602;0.000714286;0.000714286;1;1;0;0;0;0;0;0;0;0;0;0
1346;11.25035714;11.25035714;2;2;14.64285714;14.64285714;0;0;11.25;2;2;0;0;1
546;892.8614286;892.8614286;3;3;564.7675;564.7675;225;338.5175;0;34;34;6;27;0
1391;1002.981429;1002.981429;4;4;584.7878571;584.7878571;53.57142857;170.645;360.5714286;12;12;2;7;3
1332;1314.707857;1314.707857;4;4;538.75;538.75;0;136.1785714;400.2857143;10;10;0;4;5
1072;401.9107143;401.1096429;3;2;307.5653571;307.5653571;0;110.3646429;194.5935714;8;8;0;4;3
838;414.825;414.825;4;4;781.5925;781.5925;107.1428571;338.075;335.6246429;20;20;1;13;5
529;547.9475;547.1978571;4;3;329.2857143;329.2857143;0;0;329.0714286;4;4;0;0;3
189;199.8435714;110.7146429;3;2;113.2857143;106.25;0;0;0;4;2;0;0;0
557;1101.993929;910.4160714;15;13;1190.876071;947.8539286;96.42857143;308.2610714;349.9435714;33;23;6;11;3
20;452.6175;451.55;4;3;221.4285714;221.4285714;107.1428571;10.71428571;103.5714286;7;7;3;1;3
1099;275.0017857;275.0017857;3;3;353.5342857;353.5342857;0;350.1414286;0;7;7;0;6;0
614;8403.025357;8298.769286;16;9;9704.470714;9485.2275;357.1428571;341.8232143;5161.464286;46;33;1;13;24
114;1406.255714;691.97;7;6;1016.868571;302.5828571;107.1428571;41.86857143;132.1428571;17;16;7;6;2
1596;539.97;535.7546429;3;2;1.964285714;1.964285714;0;0;0;1;1;0;0;0
1132;1842.348929;1842.348929;3;3;2729.234286;2729.234286;1250;523.8057143;953.2142857;46;46;8;18;16
318;0.002857143;0.002857143;1;1;0;0;0;0;0;0;0;0;0;0
173;0.021071429;0.021071429;1;1;1.964285714;1.964285714;0;0;0;1;1;0;0;0
444;222.2121429;117.8575;3;2;124.3214286;117.8214286;0;0;0;4;2;0;0;0
551;1029.363214;876.2157143;10;4;987.6646429;874.2182143;392.8571429;199.8432143;175.1428571;36;22;1;13;10
297;1185.661429;1185.661429;5;5;785.7514286;785.7514286;0;185.1371429;64.96428571;12;12;0;7;3
537;782.1517857;782.1517857;5;5;267.0575;267.0575;0;0;264.4503571;8;8;0;0;7
404;406.6882143;406.6882143;3;3;1153.357143;1153.357143;1107.142857;0;42.03571429;18;18;7;0;2
162;500.0378571;500.0378571;2;2;380.7857143;380.7857143;178.5714286;0;202.2142857;6;6;3;0;3
860;0.000357143;0.000357143;1;1;0;0;0;0;0;0;0;0;0;0
1207;19807.07036;10145.92107;12;3;12354.77536;11843.87321;814.2857143;601.2985714;1038.107143;52;32;4;19;20
277;55.11642857;45.41535714;5;4;90.83071429;45.41535714;32.14285714;0;3.571428571;8;4;2;0;1
751;470.9039286;470.9039286;3;3;1014.760714;1014.760714;357.1428571;490.1178571;165.2142857;9;9;1;3;4
188;2906.782143;1922.457143;29;26;2869.128214;1922.457143;185.7142857;238.7392857;508.5;56;33;4;14;8
302;43319.25464;21797.60929;6;3;22936.425;22936.425;353.5714286;154.2821429;1000;12;12;4;5;2
1042;1963.221071;1681.178571;35;30;2747.335714;2039.0875;164.2857143;883.6878571;703.1428571;96;74;8;40;17
714;23.68464286;0.020714286;4;2;111.1417857;111.1417857;0;0;107.2139286;6;6;0;0;4
1082;2270.422857;2270.422857;9;9;1944.868214;1944.868214;564.3678571;98.07142857;1273.678571;30;30;7;6;10
1497;0.023928571;0.023928571;1;1;477.4857143;477.4857143;0;13.13214286;0;5;5;0;1;0
437;1900.489643;1900.489643;12;12;3.392857143;3.392857143;0;0;0;1;1;0;0;0
748;13.11964286;13.06535714;5;2;62.90607143;49.83678571;35.71428571;10.67857143;0;8;5;1;1;0
347;19035.63893;19035.63893;6;6;13870.57857;13870.57857;1303.571429;97.50714286;12469.5;19;19;5;3;11
805;1001.298929;1001.298929;16;16;1577.325;1577.325;928.5714286;245.6464286;399.6071429;24;24;4;9;10
179;1322.144643;1322.144643;5;5;642.6071429;642.6071429;89.28571429;10.32142857;539.6071429;9;9;2;2;4
781;1865.6825;1865.680357;6;5;3002.825357;3002.825357;71.42857143;69.69285714;2860.0075;16;16;2;1;12
1322;836.6082143;836.6082143;2;2;811.8264286;811.8264286;207.1428571;136.705;338.9285714;15;15;1;6;5
582;0.005357143;0.005357143;1;1;0.005;0.005;0;0;0.005;1;1;0;0;1
356;357.0375;357.0375;3;3;435.3035714;435.3035714;307.1428571;56.98214286;71.17857143;16;16;10;3;3
1211;2171.725714;1416.196429;26;20;2217.144643;1401.814286;178.5714286;103.2785714;442.2835714;45;18;5;4;6
203;503.5746429;503.5746429;2;2;556.3928571;556.3928571;553.5714286;0;0;11;11;6;0;0
607;1907.434643;1830.440357;6;2;1955.893929;1607.57;357.1428571;326.5010714;1090.892857;34;15;2;16;9
185;620.8582143;620.8582143;3;3;435.8285714;435.8285714;0;73.47142857;358.9642857;9;9;0;3;5
490;0.049285714;0.049285714;1;1;266.5857143;266.5857143;0;174.0464286;89.14642857;5;5;0;2;2
1508;16098.70107;0;4;0;0;0;0;0;0;0;0;0;0;0
924;68371.54214;66908.95107;10;3;64608.36143;64178.18536;0;425.6760714;61955.10393;45;21;0;20;16
648;2443.782857;1799.699643;18;4;2560.158571;1928.3075;0;698.5185714;1271.068571;36;15;0;13;9
1584;23091.72786;23091.72786;7;7;27026.03571;27026.03571;892.8571429;0;22554.67857;24;24;3;0;17
1;1678.946429;1318.698214;25;23;1891.353214;1335.619643;250;283.0892857;247.6071429;50;30;3;12;9
914;18412.14679;6387.828214;6;3;20090.50357;2230.146429;235.7142857;568.3035714;425;26;22;3;10;1
635;7.143214286;7.143214286;4;4;0;0;0;0;0;0;0;0;0;0
1553;1569.365357;1569.365357;6;6;2483.683571;2483.683571;599.9821429;1091.174286;747.4557143;58;58;8;27;16
1567;0.000357143;0.000357143;1;1;0;0;0;0;0;0;0;0;0;0
1448;0.01;0.01;1;1;0.892857143;0.892857143;0;0;0;1;1;0;0;0
1433;498.6717857;498.6717857;3;3;436.5214286;436.5214286;285.7142857;146.8785714;0;12;12;2;7;0
1158;4396.207143;4272.805714;7;5;6316.8;4945.84;1250;0;3468.272857;21;19;1;0;15
1050;407.1446429;407.1446429;2;2;490.2782143;490.2782143;375;0;112.5639286;12;12;4;0;5
49;415.7382143;415.7382143;9;9;111.7142857;111.7142857;0;0;108.6785714;3;3;0;0;2
649;3536.476429;2726.868214;31;26;3563.449643;2728.296786;321.4285714;403.4207143;713.1857143;60;41;5;16;12
1028;392.9739286;392.9739286;2;2;379.6857143;379.6857143;285.7142857;60.25714286;31.75;6;6;1;3;1
643;806.5025;806.5025;2;2;790.1071429;790.1071429;357.1428571;132.4642857;296.4285714;21;21;6;6;4
274;3571.500357;3571.500357;6;6;4066.963571;4066.963571;0;0;4047.5;10;10;0;0;6
690;0.184642857;0;1;0;0.892142857;0.892142857;0;0;0;1;1;0;0;0
602;1975.9375;1317.101429;23;17;2021.674286;1317.101429;250;287.7417857;433.5714286;64;27;7;27;6
691;1500.005;1500.005;3;3;1667.939286;1667.939286;142.8571429;252.975;1264.928571;38;38;2;14;19
604;3232.981429;3232.265;6;4;2387.4;2385.971429;0;0;2132.821429;13;11;0;0;8
660;499.3692857;483.6310714;6;5;967.2617857;483.6310714;464.2857143;0;0;8;4;2;0;0
846;17891.39464;9564.714286;12;3;16854.96357;4686.850357;357.1428571;639.7310714;1278.807143;61;29;4;23;15
1151;3153.458214;1986.254643;42;35;2921.866071;2037.361786;112.13;222.4639286;457.3571429;66;36;6;11;7
1007;6349.919643;6336.001786;6;4;380.25;380.25;178.5714286;0;198.2857143;6;6;2;0;3
1241;186.62;181.2582143;5;3;183.945;181.2582143;0;0;0;7;5;0;0;0
