,Client,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,Age,Tenure,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,credit-debit,Sex__F,Sex__M
785,837,1,0.0,0.0,0.0,0.0,0.0,686.4396429,0.0,0.0,0.0,0.0,0.0,56,176,0.0,0.0,0.0,0.0,0.0,0.0,107.7167857,107.7167857,2.0,2.0,80.92857143,80.92857143,0.0,0.0,78.75,2.0,2.0,0.0,0.0,1.0,26.788214269999997,0,1
786,838,1,0.0,0.0,1.0,0.0,0.0,54.48214286,0.0,0.0,0.0,0.0,0.0,24,181,0.0,0.0,1.0,0.0,0.0,3.892857143,414.825,414.825,4.0,4.0,781.5925,781.5925,107.1428571,338.075,335.6246429,20.0,20.0,1.0,13.0,5.0,-366.7675,0,1
788,840,1,0.0,0.0,0.0,1.0,0.0,14.71214286,0.0,0.0,0.0,0.0,0.0,67,86,0.0,1.0,0.0,0.0,3.510714286,0.0,336.9085714,335.73,6.0,4.0,1380.310357,1377.953214,71.42857143,642.8571429,236.2496429,13.0,9.0,2.0,1.0,3.0,-1043.4017856,1,0
791,843,1,0.0,0.0,0.0,0.0,0.0,80.92857143,0.0,0.0,0.0,0.0,0.0,36,151,0.0,0.0,0.0,0.0,0.0,0.0,2098.15,2098.15,4.0,4.0,2136.121429,2136.121429,357.1428571,643.5857143,1130.178571,23.0,23.0,1.0,8.0,11.0,-37.971428999999716,0,1
793,845,1,0.0,0.0,0.0,0.0,0.0,459.5907143,0.0,0.0,0.0,0.0,0.0,31,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893928571,0.893928571,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.893928571,1,0
794,846,1,1.0,2.0,1.0,1.0,0.0,224.0717857,5.000357143,12033.39571,558.7092857,0.0,0.0,21,52,0.0,0.0,1.0,0.0,0.0,2.553571429,17891.39464,9564.714286,12.0,3.0,16854.96357,4686.850357,357.1428571,639.7310714,1278.807143,61.0,29.0,4.0,23.0,15.0,1036.4310699999987,0,1
796,848,1,0.0,0.0,0.0,1.0,0.0,49.75678571,0.0,0.0,0.0,0.0,0.0,34,23,0.0,0.0,0.0,0.0,0.0,0.0,409.7492857,407.3628571,6.0,2.0,1960.142857,1957.785714,1857.142857,95.64285714,0.0,17.0,13.0,6.0,4.0,0.0,-1550.3935713,0,1
797,849,1,0.0,0.0,0.0,0.0,0.0,146.8539286,0.0,0.0,0.0,0.0,0.0,24,14,0.0,0.0,1.0,0.0,0.0,12.86821429,107.1464286,107.1464286,2.0,2.0,205.5796429,205.5796429,189.8096429,0.0,0.0,9.0,9.0,4.0,0.0,0.0,-98.43321430000002,1,0
798,850,1,0.0,0.0,0.0,0.0,0.0,43.52321429,0.0,0.0,0.0,0.0,0.0,49,44,0.0,1.0,0.0,0.0,0.893928571,0.0,1392.402857,1392.402857,3.0,3.0,1226.345357,1226.345357,0.0,0.0,121.9285714,6.0,6.0,0.0,0.0,1.0,166.05750000000012,1,0
802,855,1,0.0,1.0,0.0,0.0,0.0,49.0575,0.0,1171.071429,0.0,0.0,0.0,35,150,0.0,0.0,1.0,0.0,0.0,17.64285714,800.6507143,800.6507143,5.0,5.0,316.6928571,316.6928571,250.0,52.62142857,10.67857143,5.0,5.0,2.0,1.0,1.0,483.9578572,0,1
803,857,1,0.0,0.0,0.0,0.0,0.0,983.3739286,0.0,0.0,0.0,0.0,0.0,61,171,0.0,0.0,0.0,0.0,0.0,0.0,420.7589286,420.7589286,2.0,2.0,367.1428571,367.1428571,0.0,0.0,363.5357143,9.0,9.0,0.0,0.0,8.0,53.616071499999975,1,0
804,860,1,0.0,0.0,0.0,0.0,0.0,169.9696429,0.0,0.0,0.0,0.0,0.0,26,9,0.0,0.0,1.0,0.0,0.0,9.107142857,0.000357143,0.000357143,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000357143,0,1
807,863,1,0.0,0.0,1.0,1.0,2.0,21.93678571,0.0,0.0,0.0,1.178571429,63.80321429,26,151,0.0,0.0,1.0,0.0,0.0,22.60714286,2284.4875,1621.39,23.0,14.0,3678.240357,2135.096429,642.8571429,1120.185714,805.3571429,55.0,23.0,7.0,18.0,8.0,-1393.752857,0,1
808,864,1,0.0,0.0,1.0,0.0,0.0,23.49607143,0.0,0.0,0.0,0.0,0.0,31,26,1.0,0.0,0.0,30.69732143,0.0,0.0,1095.303214,1095.303214,2.0,2.0,787.8928571,787.8928571,785.7142857,0.0,0.0,5.0,5.0,3.0,0.0,0.0,307.4103569,0,1
809,865,1,0.0,0.0,0.0,0.0,0.0,591.2628571,0.0,0.0,0.0,0.0,0.0,23,26,0.0,0.0,1.0,0.0,0.0,7.535714286,125.275,125.275,2.0,2.0,441.4642857,441.4642857,214.2857143,14.28571429,203.4285714,12.0,12.0,3.0,1.0,5.0,-316.1892857,0,1
811,867,1,0.0,0.0,1.0,0.0,0.0,1097.734286,0.0,0.0,0.0,0.0,0.0,36,62,0.0,1.0,0.0,0.0,3.392857143,0.0,0.000714286,0.000714286,1.0,1.0,224.0060714,224.0060714,0.0,93.86321429,126.75,5.0,5.0,0.0,2.0,2.0,-224.005357114,1,0
813,869,1,1.0,3.0,0.0,0.0,0.0,352.8278571,5469.851071,833.2367857,0.0,0.0,0.0,66,93,0.0,0.0,0.0,0.0,0.0,0.0,3404.133571,545.7589286,5.0,3.0,873.7171429,873.7171429,89.28571429,462.7528571,320.4285714,21.0,21.0,2.0,12.0,6.0,2530.4164281,0,1
816,872,1,0.0,0.0,0.0,0.0,0.0,13775.455,0.0,0.0,0.0,0.0,0.0,26,152,1.0,0.0,0.0,3.346607143,0.0,0.0,1967.900714,1967.900714,2.0,2.0,1650.621071,1650.621071,332.1428571,174.3710714,1123.321429,29.0,29.0,3.0,11.0,10.0,317.2796430000001,1,0
817,873,1,0.0,0.0,0.0,0.0,0.0,107.2625,0.0,0.0,0.0,0.0,0.0,31,150,0.0,1.0,1.0,0.0,16.52357143,12.75,20647.72071,20647.72071,13.0,13.0,35196.56643,35196.56643,0.0,1745.137143,30069.69643,64.0,64.0,0.0,31.0,23.0,-14548.845719999998,1,0
818,874,1,1.0,2.0,1.0,0.0,0.0,3612.059286,1628.490714,1218.661071,0.0,0.0,0.0,32,151,0.0,0.0,0.0,0.0,0.0,0.0,11553.49464,11537.64607,7.0,4.0,11369.86179,11356.88179,0.0,16.12035714,11324.48393,17.0,16.0,0.0,1.0,12.0,183.63284999999996,1,0
819,875,1,0.0,0.0,0.0,0.0,0.0,50.34107143,0.0,0.0,0.0,0.0,0.0,43,124,1.0,0.0,0.0,0.282321429,0.0,0.0,362.8582143,362.8582143,3.0,3.0,362.0364286,362.0364286,217.8571429,50.28642857,92.46428571,19.0,19.0,7.0,7.0,4.0,0.821785699999964,0,1
821,877,1,0.0,0.0,0.0,0.0,0.0,2163.824643,0.0,0.0,0.0,0.0,0.0,26,8,0.0,0.0,0.0,0.0,0.0,0.0,1272.231071,1272.231071,8.0,8.0,1317.642857,1317.642857,207.1428571,165.9285714,941.6071429,13.0,13.0,2.0,7.0,2.0,-45.41178600000012,1,0
822,879,1,0.0,0.0,0.0,0.0,0.0,3871.886786,0.0,0.0,0.0,0.0,0.0,37,35,0.0,0.0,0.0,0.0,0.0,0.0,473.5410714,473.5410714,2.0,2.0,1007.139286,1007.139286,535.7142857,178.1035714,290.8214286,17.0,17.0,2.0,9.0,5.0,-533.5982145999999,0,1
823,880,1,0.0,0.0,0.0,0.0,0.0,70.54857143,0.0,0.0,0.0,0.0,0.0,49,64,1.0,0.0,0.0,1.249464286,0.0,0.0,8.143214286,8.143214286,2.0,2.0,42.42857143,42.42857143,17.85714286,24.57142857,0.0,9.0,9.0,2.0,7.0,0.0,-34.285357144,1,0
824,881,2,0.0,0.0,0.0,0.0,0.0,3024.145357,0.0,0.0,0.0,0.0,0.0,72,179,0.0,0.0,1.0,0.0,0.0,6.664642857,0.003571429,0.003571429,1.0,1.0,107.6071429,107.6071429,107.1428571,0.0,0.0,2.0,2.0,1.0,0.0,0.0,-107.603571471,0,1
825,882,1,1.0,1.0,0.0,0.0,0.0,51.97178571,19147.45464,11207.17321,0.0,0.0,0.0,36,150,0.0,0.0,0.0,0.0,0.0,0.0,418.0507143,416.8628571,3.0,2.0,1020.282143,1020.282143,0.0,281.0321429,736.75,14.0,14.0,0.0,8.0,5.0,-602.2314287,0,1
826,883,1,0.0,0.0,0.0,0.0,0.0,236.2178571,0.0,0.0,0.0,0.0,0.0,34,67,1.0,0.0,0.0,2.231964286,0.0,0.0,354.6435714,354.6435714,4.0,4.0,341.8307143,341.8307143,257.1428571,0.0,82.18785714,7.0,7.0,2.0,0.0,4.0,12.812857099999974,1,0
827,884,1,0.0,0.0,1.0,0.0,0.0,2250.308214,0.0,0.0,0.0,0.0,0.0,32,149,0.0,0.0,1.0,0.0,0.0,9.029642857,203.2207143,202.7010714,8.0,7.0,1030.396429,827.6982143,0.0,0.0,822.9285714,22.0,16.0,0.0,0.0,14.0,-827.1757146999998,1,0
828,885,1,0.0,0.0,0.0,0.0,0.0,3641.432143,0.0,0.0,0.0,0.0,0.0,32,151,0.0,0.0,0.0,0.0,0.0,0.0,507.9478571,507.9478571,2.0,2.0,436.5321429,436.5321429,0.0,61.175,364.8214286,10.0,10.0,0.0,2.0,6.0,71.41571420000002,0,1
831,888,1,0.0,0.0,0.0,0.0,0.0,137.5217857,0.0,0.0,0.0,0.0,0.0,46,150,0.0,0.0,0.0,0.0,0.0,0.0,407.6814286,407.6814286,4.0,4.0,387.6785714,387.6785714,357.1428571,0.0,0.0,5.0,5.0,1.0,0.0,0.0,20.002857199999994,1,0
833,890,1,1.0,0.0,0.0,0.0,0.0,1024.444286,16727.63536,0.0,0.0,0.0,0.0,35,22,1.0,1.0,0.0,8.936964286,4.25,0.0,1394.649286,1394.648214,5.0,4.0,1577.507143,1577.507143,0.0,0.0,1178.571429,4.0,4.0,0.0,0.0,1.0,-182.85785699999997,0,1
835,892,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,641.1453571,0.0,0.0,45,149,0.0,0.0,0.0,0.0,0.0,0.0,608.755,608.755,3.0,3.0,782.6464286,782.6464286,178.5714286,0.0,251.3214286,12.0,12.0,3.0,0.0,4.0,-173.89142860000004,0,1
838,895,1,1.0,0.0,0.0,0.0,0.0,997.9667857,26797.11929,0.0,0.0,0.0,0.0,22,25,0.0,1.0,0.0,0.0,4.286785714,0.0,478.3503571,464.8385714,4.0,2.0,542.3214286,542.3214286,535.7142857,0.0,6.607142857,4.0,4.0,3.0,0.0,1.0,-63.971071499999994,1,0
839,896,1,0.0,0.0,0.0,0.0,0.0,1743.738571,0.0,0.0,0.0,0.0,0.0,23,99,0.0,0.0,0.0,0.0,0.0,0.0,417.5582143,416.6371429,3.0,2.0,640.2621429,639.1785714,535.7142857,0.0,101.9285714,6.0,5.0,1.0,0.0,2.0,-222.70392859999998,0,1
841,898,1,1.0,2.0,0.0,0.0,0.0,2741.898929,1750.5525,563.3707143,0.0,0.0,0.0,19,89,0.0,1.0,0.0,0.0,11.53571429,0.0,2.152857143,0.003928571,2.0,1.0,1.964285714,1.964285714,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1885714289999998,1,0
843,900,1,0.0,0.0,0.0,0.0,0.0,7.145714286,0.0,0.0,0.0,0.0,0.0,48,251,0.0,1.0,1.0,0.0,7.392857143,24.7975,71.4325,71.4325,2.0,2.0,34.13785714,34.13785714,0.0,9.137857143,25.0,3.0,3.0,0.0,2.0,1.0,37.29464286,0,1
844,901,1,0.0,0.0,1.0,1.0,1.0,153.9807143,0.0,0.0,803.7907143,983.7857143,9501.474643,41,52,1.0,0.0,0.0,0.144821429,0.0,0.0,1153.421071,1079.041429,15.0,8.0,1679.397143,1405.478214,203.5714286,26.78571429,1038.642857,29.0,18.0,3.0,3.0,5.0,-525.9760719999999,1,0
846,903,1,0.0,0.0,0.0,0.0,0.0,414.7292857,0.0,0.0,0.0,0.0,0.0,33,181,1.0,0.0,0.0,4.637857143,0.0,0.0,357.1457143,357.1457143,2.0,2.0,132.8214286,132.8214286,0.0,132.8214286,0.0,1.0,1.0,0.0,1.0,0.0,224.32428570000002,0,1
847,904,1,0.0,0.0,0.0,0.0,0.0,3758.344286,0.0,0.0,0.0,0.0,0.0,23,152,0.0,0.0,1.0,0.0,0.0,8.321428571,0.007857143,0.007857143,1.0,1.0,654.5985714,654.5985714,235.7142857,302.9557143,113.75,14.0,14.0,1.0,9.0,3.0,-654.590714257,1,0
848,905,1,0.0,0.0,0.0,0.0,0.0,4899.048214,0.0,0.0,0.0,0.0,0.0,37,11,1.0,1.0,1.0,1.761071429,0.892857143,13.16678571,573.8610714,573.8610714,2.0,2.0,634.8453571,634.8453571,0.0,0.0,631.4525,2.0,2.0,0.0,0.0,1.0,-60.98428569999999,0,1
849,906,1,0.0,0.0,0.0,0.0,0.0,50.73,0.0,0.0,0.0,0.0,0.0,24,55,0.0,0.0,1.0,0.0,0.0,2.107142857,162.5007143,162.5007143,4.0,4.0,280.6092857,280.6092857,208.5060714,67.84642857,0.0,18.0,18.0,11.0,5.0,0.0,-118.10857139999999,0,1
850,907,1,0.0,0.0,0.0,0.0,0.0,778.5221429,0.0,0.0,0.0,0.0,0.0,67,193,1.0,0.0,0.0,2.288392857,0.0,0.0,196.4317857,196.4317857,3.0,3.0,97.5,97.5,0.0,0.0,97.5,5.0,5.0,0.0,0.0,5.0,98.9317857,0,1
851,908,1,0.0,0.0,0.0,0.0,0.0,54172.86929,0.0,0.0,0.0,0.0,0.0,43,179,0.0,1.0,0.0,0.0,26.99821429,0.0,0.201785714,0.201785714,1.0,1.0,1.964285714,1.964285714,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.7625000000000002,0,1
854,911,1,0.0,0.0,1.0,0.0,0.0,3.257142857,0.0,0.0,0.0,0.0,0.0,22,30,1.0,0.0,1.0,1.269642857,0.0,1.071428571,1353.236786,1353.236786,4.0,4.0,2878.437143,2878.437143,696.4285714,644.1871429,1533.107143,40.0,40.0,3.0,20.0,15.0,-1525.2003570000002,1,0
856,913,1,0.0,1.0,0.0,0.0,0.0,2102.500357,0.0,7975.683571,0.0,0.0,0.0,44,3,0.0,0.0,0.0,0.0,0.0,0.0,14.30035714,14.30035714,2.0,2.0,1.964285714,1.964285714,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.336071425999998,0,1
857,914,1,0.0,0.0,0.0,0.0,2.0,2.6075,0.0,0.0,0.0,0.0,12567.02571,28,8,0.0,1.0,1.0,0.0,17.31,12.42571429,18412.14679,6387.828214,6.0,3.0,20090.50357,2230.146429,235.7142857,568.3035714,425.0,26.0,22.0,3.0,10.0,1.0,-1678.356780000002,0,1
858,915,1,0.0,1.0,1.0,0.0,0.0,33.43214286,0.0,13680.27714,175.5996429,0.0,0.0,59,180,1.0,0.0,0.0,3.490535714,0.0,0.0,558.9314286,558.9314286,2.0,2.0,664.5357143,664.5357143,178.5714286,0.0,485.1071429,10.0,10.0,1.0,0.0,8.0,-105.60428569999999,0,1
860,917,1,1.0,1.0,0.0,0.0,0.0,9.055,191.3092857,0.0,0.0,0.0,0.0,44,232,0.0,0.0,1.0,0.0,0.0,3.928571429,637.1457143,635.9525,5.0,4.0,1283.071429,1283.071429,785.7142857,127.8928571,369.25,14.0,14.0,3.0,3.0,7.0,-645.9257147000001,1,0
861,918,1,0.0,0.0,0.0,0.0,0.0,1054.802143,0.0,0.0,0.0,0.0,0.0,37,44,0.0,0.0,0.0,0.0,0.0,0.0,0.001428571,0.001428571,1.0,1.0,40.75,40.75,0.0,0.0,38.57142857,2.0,2.0,0.0,0.0,1.0,-40.748571429,0,1
863,920,1,0.0,0.0,0.0,0.0,0.0,111.8703571,0.0,0.0,0.0,0.0,0.0,29,150,0.0,0.0,0.0,0.0,0.0,0.0,1345.573929,1345.573929,4.0,4.0,1324.638929,1324.638929,821.4285714,214.3889286,285.1428571,20.0,20.0,5.0,4.0,7.0,20.934999999999945,0,1
864,921,2,0.0,0.0,0.0,0.0,0.0,2691.995714,0.0,0.0,0.0,0.0,0.0,36,167,0.0,1.0,0.0,0.0,3.8225,0.0,309.0460714,309.0460714,3.0,3.0,302.6642857,302.6642857,239.2857143,63.37857143,0.0,19.0,19.0,10.0,9.0,0.0,6.381785700000023,1,0
865,922,1,0.0,0.0,0.0,0.0,0.0,1963.801429,0.0,0.0,0.0,0.0,0.0,26,209,0.0,0.0,1.0,0.0,0.0,4.214285714,0.018928571,0.018928571,1.0,1.0,4.289285714,4.289285714,0.0,1.789285714,0.0,3.0,3.0,0.0,1.0,0.0,-4.270357143,1,0
867,924,1,0.0,0.0,1.0,1.0,0.0,341.5514286,0.0,0.0,0.0,460.0892857,0.0,30,135,0.0,1.0,0.0,0.0,25.04035714,0.0,68371.54214,66908.95107,10.0,3.0,64608.36143,64178.18536,0.0,425.6760714,61955.10393,45.0,21.0,0.0,20.0,16.0,3763.180710000008,1,0
869,926,1,0.0,0.0,1.0,0.0,0.0,2860.802143,0.0,0.0,0.0,0.0,0.0,72,188,0.0,1.0,0.0,0.0,3.392857143,0.0,1300.838214,1300.838214,4.0,4.0,1368.535714,1368.535714,1142.857143,0.0,221.6428571,12.0,12.0,3.0,0.0,8.0,-67.69749999999999,0,1
870,927,1,1.0,1.0,0.0,0.0,0.0,1897.836071,3104.583929,3904.851786,0.0,0.0,0.0,41,217,1.0,1.0,0.0,9.385714286,3.569285714,0.0,3469.452143,3457.158929,8.0,6.0,1198.857857,1198.857857,0.0,0.0,1198.857857,8.0,8.0,0.0,0.0,8.0,2270.594286,1,0
871,928,1,0.0,26.0,0.0,0.0,0.0,10594.5225,0.0,69777.20536,0.0,0.0,0.0,83,24,0.0,0.0,0.0,0.0,0.0,0.0,2693.3825,2693.3825,6.0,6.0,2457.778214,2457.778214,0.0,128.8142857,2286.464286,14.0,14.0,0.0,4.0,4.0,235.60428600000023,1,0
873,930,1,2.0,0.0,0.0,0.0,0.0,849.1971429,4113.770357,0.0,0.0,0.0,0.0,26,117,0.0,0.0,0.0,0.0,0.0,0.0,1.6575,0.029285714,2.0,1.0,1.964285714,1.964285714,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.3067857140000001,1,0
875,932,1,1.0,7.0,0.0,0.0,0.0,3060.946071,7537.403214,2116.071429,0.0,0.0,0.0,22,126,0.0,0.0,0.0,0.0,0.0,0.0,0.186785714,0.010714286,2.0,1.0,124.3882143,124.3882143,0.0,0.0,121.8525,6.0,6.0,0.0,0.0,4.0,-124.201428586,1,0
876,934,1,0.0,0.0,1.0,1.0,1.0,1613.846071,0.0,0.0,0.0,708.2582143,3261.697857,78,55,0.0,0.0,0.0,0.0,0.0,0.0,950.7153571,907.2246429,5.0,3.0,911.9975,904.3546429,535.7142857,44.10464286,239.0714286,29.0,25.0,8.0,4.0,5.0,38.71785710000006,0,1
877,935,1,0.0,0.0,1.0,0.0,0.0,2430.974643,0.0,0.0,0.0,0.0,0.0,46,49,1.0,0.0,0.0,2.344821429,0.0,0.0,957.4142857,643.4035714,13.0,11.0,977.4142857,643.4035714,171.4285714,0.0,153.7142857,21.0,11.0,3.0,0.0,5.0,-20.0,1,0
879,937,1,0.0,0.0,0.0,0.0,0.0,361.5896429,0.0,0.0,0.0,0.0,0.0,65,80,0.0,0.0,0.0,0.0,0.0,0.0,378.0742857,378.0742857,2.0,2.0,433.0357143,433.0357143,107.1428571,0.0,322.6428571,8.0,8.0,1.0,0.0,6.0,-54.96142859999998,0,1
880,938,1,1.0,2.0,0.0,0.0,0.0,7.576785714,52743.09071,0.0,0.0,0.0,0.0,57,33,0.0,1.0,1.0,0.0,4.928571429,7.812142857,448.4671429,448.465,3.0,2.0,470.5285714,470.5285714,85.71428571,221.5285714,163.2857143,17.0,17.0,2.0,9.0,6.0,-22.061428499999977,0,1
881,939,1,0.0,0.0,0.0,0.0,0.0,2181.302143,0.0,0.0,0.0,0.0,0.0,62,151,1.0,0.0,0.0,1.585,0.0,0.0,171.4296429,171.4296429,2.0,2.0,170.7035714,170.7035714,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.7260715000000175,0,1
883,941,1,0.0,0.0,0.0,0.0,0.0,4466.422143,0.0,0.0,0.0,0.0,0.0,27,97,0.0,0.0,1.0,0.0,0.0,19.75,1823.5595717378808,1506.3291131148796,5.541902961562697,4.2652804032766225,1697.2186582726872,1460.2029032694077,257.93733729376004,150.85040125188218,715.9749306914099,16.006931316950222,13.596723377441714,1.988657844990548,5.24007561436673,4.601134215500945,126.34091346519358,0,1
884,942,1,2.0,3.0,0.0,0.0,0.0,2841.414286,27797.97964,0.0,0.0,0.0,0.0,40,76,0.0,1.0,0.0,0.0,36.78571429,0.0,226.2610714,214.2903571,3.0,2.0,173.9285714,173.9285714,0.0,0.0,173.5,4.0,4.0,0.0,0.0,3.0,52.33249999999998,0,1
885,944,1,0.0,0.0,0.0,0.0,0.0,764.6896429,0.0,0.0,0.0,0.0,0.0,43,149,1.0,0.0,0.0,15.77892857,0.0,0.0,0.000357143,0.000357143,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000357143,0,1
887,946,1,1.0,1.0,0.0,1.0,0.0,9830.705357,1796.033571,1131.907857,0.0,2.357142857,0.0,48,154,0.0,1.0,0.0,0.0,0.644285714,0.0,60.20178571,0.031785714,7.0,1.0,2.357142857,0.928571429,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,57.844642853,0,1
888,947,1,0.0,0.0,0.0,0.0,0.0,1313.165714,0.0,0.0,0.0,0.0,0.0,34,86,0.0,0.0,1.0,0.0,0.0,16.33892857,35.71464286,35.71464286,2.0,2.0,35.74285714,35.74285714,7.142857143,27.35,0.0,6.0,6.0,1.0,4.0,0.0,-0.028214280000000258,0,1
891,950,1,0.0,0.0,0.0,0.0,0.0,41.46035714,0.0,0.0,0.0,0.0,0.0,26,152,1.0,0.0,0.0,0.601428571,0.0,0.0,218.2932143,218.2932143,2.0,2.0,295.5089286,295.5089286,0.0,0.0,292.1160714,5.0,5.0,0.0,0.0,4.0,-77.2157143,1,0
893,952,1,0.0,0.0,0.0,0.0,1.0,72.40428571,0.0,0.0,0.0,0.0,1447.709643,71,165,1.0,1.0,0.0,1.189821429,4.285714286,0.0,203.8225,148.1242857,5.0,4.0,223.3928571,219.4285714,142.8571429,0.0,7.142857143,7.0,5.0,1.0,0.0,1.0,-19.570357099999995,1,0
894,953,1,1.0,0.0,0.0,0.0,0.0,1507.695714,1508.553214,0.0,0.0,0.0,0.0,50,35,0.0,0.0,1.0,0.0,0.0,15.22214286,884.6303571,884.6303571,4.0,4.0,1387.6125,1387.6125,0.0,126.35,754.125,18.0,18.0,0.0,3.0,7.0,-502.9821429,0,1
896,955,1,0.0,0.0,0.0,0.0,0.0,3131.223929,0.0,0.0,0.0,0.0,0.0,19,62,1.0,0.0,1.0,13.05678571,0.0,5.702142857,250.0007143,250.0007143,2.0,2.0,246.5285714,246.5285714,0.0,0.0,129.6428571,6.0,6.0,0.0,0.0,3.0,3.4721428999999944,1,0
897,956,2,0.0,0.0,1.0,0.0,0.0,3611.397857,0.0,0.0,0.0,0.0,0.0,52,139,0.0,0.0,1.0,0.0,0.0,19.95821429,1699.132857,1278.536429,13.0,10.0,1647.460357,1238.996071,71.42857143,118.7210714,624.2142857,27.0,20.0,1.0,4.0,11.0,51.67250000000013,0,1
901,962,1,0.0,0.0,0.0,0.0,0.0,1783.961429,0.0,0.0,0.0,0.0,0.0,56,151,0.0,0.0,0.0,0.0,0.0,0.0,1823.5595717378808,1506.3291131148796,5.541902961562697,4.2652804032766225,1697.2186582726872,1460.2029032694077,257.93733729376004,150.85040125188218,715.9749306914099,16.006931316950222,13.596723377441714,1.988657844990548,5.24007561436673,4.601134215500945,126.34091346519358,1,0
902,963,1,1.0,1.0,0.0,0.0,0.0,10607.82286,87931.59893,4991.413571,0.0,0.0,0.0,71,104,0.0,1.0,0.0,0.0,0.893928571,0.0,4725.37,4723.018571,5.0,3.0,480.3571429,480.3571429,0.0,0.0,438.6428571,7.0,7.0,0.0,0.0,6.0,4245.0128571,1,0
903,964,1,0.0,0.0,1.0,0.0,0.0,2445.966429,0.0,0.0,345.0017857,0.0,0.0,52,61,0.0,1.0,0.0,0.0,3.751071429,0.0,2985.016429,2234.686786,19.0,17.0,3729.8375,2234.686786,142.8571429,423.25,914.5357143,35.0,20.0,1.0,6.0,10.0,-744.8210710000003,0,1
905,966,1,0.0,0.0,0.0,0.0,0.0,476.2132143,0.0,0.0,0.0,0.0,0.0,44,217,0.0,1.0,0.0,0.0,203.7907143,0.0,0.0,0.0,0.0,0.0,0.893928571,0.893928571,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.893928571,0,1
908,969,1,0.0,0.0,0.0,0.0,0.0,10820.70857,0.0,0.0,0.0,0.0,0.0,22,8,0.0,1.0,0.0,0.0,4.501071429,0.0,1520.266786,1520.266786,2.0,2.0,562.6771429,562.6771429,0.0,241.8557143,317.8928571,32.0,32.0,0.0,21.0,10.0,957.5896430999999,0,1
909,970,1,1.0,10.0,0.0,0.0,0.0,30.57642857,12347.84714,0.0,0.0,0.0,0.0,32,255,0.0,0.0,1.0,0.0,0.0,6.321428571,701.17,695.5732143,4.0,3.0,328.5714286,328.5714286,328.5714286,0.0,0.0,1.0,1.0,1.0,0.0,0.0,372.59857139999997,0,1
910,971,1,0.0,0.0,0.0,0.0,0.0,28.57142857,0.0,0.0,0.0,0.0,0.0,59,56,0.0,0.0,0.0,0.0,0.0,0.0,336.3071429,336.3071429,2.0,2.0,291.1917857,291.1917857,0.0,181.9471429,108.6017857,13.0,13.0,0.0,9.0,3.0,45.11535719999995,0,1
912,973,1,0.0,0.0,0.0,0.0,0.0,1633.828214,0.0,0.0,0.0,0.0,0.0,39,105,1.0,0.0,0.0,0.686428571,0.0,0.0,0.001071429,0.001071429,1.0,1.0,23.14285714,23.14285714,0.0,23.14285714,0.0,1.0,1.0,0.0,1.0,0.0,-23.141785711,1,0
916,977,1,0.0,0.0,0.0,0.0,0.0,2639.308571,0.0,0.0,0.0,0.0,0.0,46,59,1.0,0.0,0.0,1.429642857,0.0,0.0,71.42857143,71.42857143,1.0,1.0,76.10357143,76.10357143,75.0,1.067857143,0.035714286,4.0,4.0,2.0,1.0,1.0,-4.674999999999997,0,1
918,979,1,1.0,0.0,0.0,0.0,0.0,18896.31286,1025.013571,0.0,0.0,0.0,0.0,35,156,0.0,0.0,0.0,0.0,0.0,0.0,359.9739286,359.9657143,5.0,4.0,291.8928571,291.8928571,289.2857143,0.0,0.0,17.0,17.0,8.0,0.0,0.0,68.08107150000001,0,1
919,980,1,0.0,0.0,0.0,0.0,0.0,97.62857143,0.0,0.0,0.0,0.0,0.0,51,88,0.0,1.0,0.0,0.0,7.678571429,0.0,307.1432143,307.1432143,3.0,3.0,414.4642857,414.4642857,7.142857143,19.64285714,383.8214286,10.0,10.0,1.0,1.0,6.0,-107.3210714,1,0
